3	1
11	13
14	18
19	28
21	31
30	43
4	44
33	47
34	48
36	50
38	52
38	53
39	54
25	56
40	59
47	71
20	76
38	80
25	81
38	83
4	84
56	93
12	96
58	97
37	100
58	105
30	111
46	117
66	119
67	120
72	127
73	128
75	132
79	139
86	151
37	152
92	163
92	164
97	168
37	172
37	175
25	178
4	180
92	187
4	189
97	193
106	200
59	202
111	207
114	210
106	213
54	219
105	230
120	233
125	244
128	249
130	251
29	256
135	259
138	262
138	263
140	265
141	267
142	270
7	274
147	282
7	285
48	291
148	292
149	297
28	301
140	303
146	309
150	311
71	314
140	318
19	323
156	325
33	330
92	345
92	349
166	353
167	355
169	359
171	361
171	362
8	364
7	365
146	370
174	372
129	373
146	384
153	386
3	390
3	391
3	396
182	398
9	399
183	400
184	401
155	402
148	404
186	411
186	415
188	416
27	426
38	427
79	429
7	431
194	434
194	435
49	440
198	443
51	445
36	448
203	452
206	459
135	470
212	471
55	475
55	476
217	481
220	486
222	492
222	494
51	495
56	503
56	504
199	506
155	507
226	511
140	514
140	519
54	520
229	527
7	531
220	534
10	538
39	539
67	591
11	596
258	605
24	608
263	617
27	625
269	634
148	635
270	638
272	646
272	647
93	652
272	655
27	657
85	661
27	665
273	669
148	674
275	675
190	679
148	683
49	688
85	689
17	696
280	701
282	703
4	704
286	712
290	717
292	719
93	727
295	740
307	763
18	764
308	767
18	768
295	779
55	782
135	788
314	789
17	793
84	794
319	798
79	804
326	809
279	812
1	814
1	821
9	826
71	831
111	837
203	841
135	851
46	879
286	886
351	900
96	901
353	906
334	908
130	909
354	910
48	917
18	919
43	925
210	929
350	936
361	939
363	944
364	947
366	950
281	951
1	964
1	965
148	973
111	975
111	977
374	983
379	991
54	995
106	1003
210	1013
147	1017
155	1023
389	1028
71	1035
46	1056
286	1061
106	1072
37	1076
54	1079
210	1087
169	1112
203	1114
67	1118
48	1123
68	1124
275	1131
412	1143
146	1150
54	1154
417	1157
419	1164
281	1169
425	1175
27	1176
314	1177
27	1183
422	1185
286	1187
314	1199
34	1200
432	1202
27	1211
196	1214
43	1217
171	1226
79	1233
416	1236
275	1239
69	1252
69	1254
140	1258
314	1259
43	1270
229	1287
445	1291
406	1293
1	1322
168	1339
429	1341
128	1360
467	1364
220	1369
132	1372
37	1385
464	1387
1	1391
1	1392
1	1398
128	1410
1	1412
481	1421
365	1429
365	1431
365	1432
485	1436
85	1445
163	1452
182	1457
194	1463
432	1473
495	1487
48	1489
196	1503
141	1504
36	1510
36	1511
279	1512
314	1517
504	1518
507	1524
248	1526
52	1537
513	1543
515	1548
515	1550
515	1554
489	1576
334	1577
171	1581
43	1583
245	1590
526	1592
509	1593
1	1618
548	1624
57	1626
557	1635
443	1732
75	1735
432	1754
43	1817
290	1858
256	1904
757	1990
764	2006
765	2007
770	2015
245	2086
461	2092
432	2109
810	2110
54	2111
1	2113
578	2121
432	2158
829	2159
840	2182
869	2226
578	2321
283	2390
994	2393
1046	2473
1074	2522
840	2524
279	2550
279	2551
279	2593
764	2607
764	2608
279	2650
847	2661
279	2830
416	2861
289	2980
1354	3002
677	3035
523	3044
289	3067
334	3109
334	3110
334	3111
334	3112
334	3113
421	3120
1324	3122
1354	3130
1423	3131
1426	3136
148	3162
1317	3163
1477	3224
1477	3233
1324	3237
1491	3270
1502	3298
1511	3318
1339	3351
1535	3366
1551	3405
1599	3485
1602	3495
1602	3511
190	3532
1339	3544
37	3591
1605	3598
1466	3624
1664	3626
1674	3641
283	3647
757	3672
420	3684
1700	3688
1701	3693
1092	3709
1704	3713
1708	3719
1711	3723
259	3731
523	3735
722	3764
285	3839
1760	3840
238	3842
301	3847
1767	3857
1769	3861
1317	3864
420	3875
1789	3898
1792	3905
1813	3934
973	3943
1826	3956
1826	3957
869	3958
869	3984
1359	3986
1858	4012
259	4026
578	4037
924	4046
1873	4050
1891	4087
1894	4093
1894	4094
445	4142
1915	4179
1915	4180
1946	4213
1958	4237
1551	4259
1551	4260
1969	4267
1969	4268
924	4290
1990	4309
416	4310
1994	4317
1991	4322
2000	4327
1999	4328
1826	4331
2072	4481
543	4486
1648	4508
148	4544
1418	4556
208	4560
2116	4562
1825	4577
2139	4598
79	4633
2173	4679
2173	4761
2200	4762
2200	4783
2214	4791
1681	4810
295	4812
2000	4814
2214	4820
2235	4853
2258	4895
85	4914
8	4922
2285	4955
329	4959
2314	5013
1991	5081
1947	5082
677	5096
2353	5102
1418	5187
1793	5210
2428	5215
132	5243
1871	5310
2475	5318
2479	5324
2481	5326
320	5331
2492	5360
2498	5373
2500	5377
295	5379
2502	5380
2505	5383
2506	5386
2487	5426
2544	5469
2294	5470
2455	5477
2552	5479
2554	5483
2557	5489
2428	5494
2567	5511
2569	5513
2570	5515
2573	5522
1894	5527
1551	5539
2587	5543
2554	5550
1825	5556
2554	5561
2592	5566
1894	5569
2604	5581
1894	5583
1894	5586
514	5588
2610	5593
2267	5595
2616	5601
2620	5605
2621	5607
2588	5609
149	5612
2625	5614
2621	5624
208	5631
2646	5646
2562	5655
2116	5657
2648	5659
2648	5660
2648	5662
2615	5666
2656	5671
2662	5678
2664	5680
2267	5688
2615	5692
2542	5693
2674	5711
2454	5716
499	5739
2554	5740
2691	5742
52	5745
2694	5747
2697	5756
2588	5757
2554	5759
2554	5760
2554	5761
2554	5762
2700	5763
2691	5768
2704	5772
2706	5777
2716	5791
62	5796
351	5802
2728	5824
2265	5825
2732	5833
1996	5835
499	5837
2734	5839
2570	5846
2748	5869
2557	5870
2751	5873
2754	5878
2356	5880
2763	5890
2638	5904
362	5905
2570	5919
2716	5921
2455	5930
2779	5933
2716	5936
425	5937
2780	5940
416	5948
416	5949
2784	5953
2785	5955
2569	5956
2787	5964
2788	5970
416	5972
2792	5975
350	6001
2554	6002
2673	6003
2804	6012
2355	6015
2805	6019
1681	6033
16	6035
16	6036
2807	6048
2112	6063
2824	6067
137	6071
493	6074
2557	6086
2557	6087
811	6091
290	6093
2732	6095
2836	6098
2638	6099
2586	6104
425	6119
2846	6120
2847	6122
2849	6124
1894	6133
1700	6148
2863	6161
2865	6164
368	6173
1894	6177
2889	6204
2890	6207
2902	6227
2846	6237
2583	6244
1871	6251
1034	6252
2917	6269
2920	6274
2922	6278
379	6284
326	6287
2926	6290
148	6293
2849	6298
2931	6308
368	6322
1649	6323
2940	6330
2785	6331
1649	6336
2956	6357
1677	6374
2975	6382
2979	6386
2980	6387
2981	6388
2878	6397
537	6400
98	6401
2993	6409
2994	6410
2716	6415
2998	6418
1671	6423
1793	6441
3004	6443
3008	6448
3008	6449
3017	6473
275	6481
275	6495
3026	6496
3027	6499
416	6500
16	6501
2442	6502
3028	6505
416	6512
16	6514
1711	6520
2846	6528
1681	6535
489	6542
3037	6546
3042	6558
3046	6566
3048	6569
2492	6575
18	6577
269	6580
2562	6584
2554	6592
3045	6593
2922	6595
238	6600
2588	6617
1894	6629
1894	6630
3072	6643
3075	6653
3078	6659
1551	6669
2428	6674
1521	6679
3083	6682
2352	6684
3085	6688
416	6705
2554	6706
3089	6714
3090	6717
3091	6719
2559	6736
1793	6738
1793	6739
1793	6740
2570	6744
379	6748
279	6750
2570	6751
2442	6758
3089	6796
269	6799
3112	6804
2716	6809
3117	6819
2506	6820
2506	6821
3075	6824
3075	6825
3118	6826
3119	6827
3090	6828
2610	6842
3126	6843
2730	6844
1858	6847
3130	6855
1648	6857
3131	6859
3136	6866
3138	6868
2487	6869
489	6872
3141	6876
2691	6880
3143	6881
2583	6882
2587	6883
2716	6884
2976	6893
2726	6899
3156	6917
3151	6925
282	6991
3198	6992
148	7107
3254	7110
3309	7242
3312	7245
3315	7248
3327	7269
3304	7281
3333	7285
3334	7289
3334	7291
3336	7292
3349	7312
3357	7323
3357	7359
2839	7361
3389	7375
453	7377
3263	7427
3316	7429
61	7432
3416	7433
3387	7435
3418	7442
3266	7445
3424	7449
3434	7464
3427	7474
3377	7526
3415	7540
3304	7570
3044	7574
741	7617
741	7618
3514	7623
2616	7666
2613	7729
365	7732
2558	7741
3599	7753
3590	7756
678	7762
75	7764
365	7766
3616	7790
2937	7796
2937	7797
3629	7808
3561	7832
1677	7845
3650	7849
3653	7857
3659	7864
1082	7866
2920	7871
3665	7875
3666	7876
3668	7879
3670	7884
2807	7891
3668	7898
3417	7911
3380	7954
353	7961
3695	7963
145	7984
1890	7991
3724	7995
3732	8007
3733	8008
1312	8010
3716	8014
3741	8023
238	8035
3712	8052
2553	8056
308	8071
3763	8077
197	8081
3767	8085
2992	8089
3770	8098
3784	8121
3787	8127
2992	8128
3802	8146
1359	8155
3670	8173
3782	8184
3826	8188
3078	8190
2416	8201
3078	8208
3838	8211
3840	8213
3846	8220
3847	8221
3850	8225
3853	8239
3792	8242
3008	8247
3722	8250
359	8268
3690	8285
3085	8293
3885	8296
3886	8299
3590	8303
3893	8308
3895	8312
3886	8313
3897	8315
3900	8320
3906	8326
3912	8332
3887	8338
3916	8340
2100	8341
3912	8343
111	8344
3921	8347
3920	8348
3935	8368
285	8377
3956	8393
3971	8408
3960	8411
3974	8412
3821	8415
2729	8417
1858	8423
3999	8444
2646	8457
2222	8466
4010	8477
517	8478
1772	8481
4023	8484
4025	8488
4035	8500
2789	8501
3334	8526
2726	8536
1774	8541
3021	8544
3716	8558
4082	8568
4084	8571
1535	8578
3716	8582
4091	8588
3253	8601
4101	8605
3763	8606
3659	8609
4105	8611
4111	8624
4115	8631
4121	8639
4126	8654
4127	8662
2923	8675
4136	8678
4161	8710
4164	8725
4166	8728
4168	8735
4172	8741
4175	8745
4177	8747
4183	8755
4191	8767
4196	8772
4207	8791
177	8801
4227	8823
4122	8824
4250	8869
4275	8923
4276	8925
438	8929
145	8948
4175	8979
145	8982
4297	8986
1338	8991
4202	8992
4307	9001
4311	9006
4313	9012
4316	9015
811	9021
4356	9058
4122	9075
4377	9095
4394	9122
4398	9126
4399	9127
285	9154
2556	9157
4091	9174
276	9184
3811	9198
226	9200
4175	9228
4047	9285
1651	9291
4482	9298
4487	9303
4500	9317
3792	9350
4532	9351
4377	9389
4554	9408
549	9409
1996	9410
4556	9415
4570	9451
3650	9460
115	9462
2442	9463
4578	9478
4579	9479
4584	9485
991	9487
4588	9491
4101	9492
4590	9504
4591	9505
319	9531
4603	9541
4609	9551
4614	9558
4620	9567
4247	9576
4629	9580
4630	9582
3137	9589
4639	9601
4641	9602
4649	9612
765	9620
417	9636
4669	9645
4676	9657
4649	9659
4684	9666
1792	9678
1792	9679
4692	9682
4696	9688
3113	9716
4721	9719
4726	9725
4727	9726
308	9730
4730	9731
4732	9733
3850	9736
2235	9744
4748	9761
4760	9774
4778	9799
4780	9802
4781	9805
3653	9867
4834	9878
521	9880
991	9881
1899	9882
4843	9895
4809	9905
4855	9912
4862	9921
2426	9934
3887	9946
2865	9968
4890	9972
3012	9977
4898	9994
4904	10003
4905	10005
4726	10070
4959	10094
1670	10104
145	10105
